Transaction_ID,Investor_ID,Date,Fund_ID,Fund_Name,SIP_Amount,NAV,Units_Allocated
TXN001462,INV0122,2025-10-01,F001,SBI Bluechip Fund,3000,140.32,21.3797
TXN001463,INV0122,2025-11-01,F001,SBI Bluechip Fund,3000,51.51,58.2411
TXN001464,INV0122,2025-12-01,F001,SBI Bluechip Fund,3000,94.26,31.8269
TXN001465,INV0123,2025-01-01,F002,Parag Parikh Flexi Cap Fund,10000,175.45,56.9963
TXN001466,INV0123,2025-02-01,F002,Parag Parikh Flexi Cap Fund,10000,128.28,77.9545
TXN001467,INV0123,2025-03-01,F002,Parag Parikh Flexi Cap Fund,10000,109.41,91.3993
TXN001468,INV0123,2025-04-01,F002,Parag Parikh Flexi Cap Fund,10000,174.97,57.1527
TXN001469,INV0123,2025-05-01,F002,Parag Parikh Flexi Cap Fund,10000,80.86,123.6705
TXN001470,INV0123,2025-06-01,F002,Parag Parikh Flexi Cap Fund,10000,147.87,67.627
TXN001471,INV0123,2025-07-01,F002,Parag Parikh Flexi Cap Fund,10000,52.27,191.3143
TXN001472,INV0123,2025-08-01,F002,Parag Parikh Flexi Cap Fund,10000,117.88,84.832
TXN001473,INV0123,2025-09-01,F002,Parag Parikh Flexi Cap Fund,10000,125.51,79.6749
TXN001474,INV0123,2025-10-01,F002,Parag Parikh Flexi Cap Fund,10000,143.09,69.8861
TXN001475,INV0123,2025-11-01,F002,Parag Parikh Flexi Cap Fund,10000,86.05,116.2115
TXN001476,INV0123,2025-12-01,F002,Parag Parikh Flexi Cap Fund,10000,120.28,83.1393
TXN001477,INV0124,2025-01-01,F001,SBI Bluechip Fund,1000,77.41,12.9182
TXN001478,INV0124,2025-02-01,F001,SBI Bluechip Fund,1000,178.15,5.6132
TXN001479,INV0124,2025-03-01,F001,SBI Bluechip Fund,1000,65.19,15.3398
TXN001480,INV0124,2025-04-01,F001,SBI Bluechip Fund,1000,138.66,7.2119
TXN001481,INV0124,2025-05-01,F001,SBI Bluechip Fund,1000,72.72,13.7514
TXN001482,INV0124,2025-06-01,F001,SBI Bluechip Fund,1000,118.89,8.4111
TXN001483,INV0124,2025-07-01,F001,SBI Bluechip Fund,1000,71.62,13.9626
TXN001484,INV0124,2025-08-01,F001,SBI Bluechip Fund,1000,150.19,6.6582
TXN001485,INV0124,2025-09-01,F001,SBI Bluechip Fund,1000,70.74,14.1363
TXN001486,INV0124,2025-10-01,F001,SBI Bluechip Fund,1000,86.85,11.5141
TXN001487,INV0124,2025-11-01,F001,SBI Bluechip Fund,1000,151.57,6.5976
TXN001488,INV0124,2025-12-01,F001,SBI Bluechip Fund,1000,152.03,6.5776
TXN001489,INV0125,2025-01-01,F003,Nippon India Small Cap Fund,1000,93.81,10.6598
TXN001490,INV0125,2025-02-01,F003,Nippon India Small Cap Fund,1000,82.97,12.0525
TXN001491,INV0125,2025-03-01,F003,Nippon India Small Cap Fund,1000,140.41,7.122
TXN001492,INV0125,2025-04-01,F003,Nippon India Small Cap Fund,1000,104.83,9.5393
TXN001493,INV0125,2025-05-01,F003,Nippon India Small Cap Fund,1000,85.26,11.7288
TXN001494,INV0125,2025-06-01,F003,Nippon India Small Cap Fund,1000,173.74,5.7557
TXN001495,INV0125,2025-07-01,F003,Nippon India Small Cap Fund,1000,42.21,23.6911
TXN001496,INV0125,2025-08-01,F003,Nippon India Small Cap Fund,1000,171.65,5.8258
TXN001497,INV0125,2025-09-01,F003,Nippon India Small Cap Fund,1000,109.32,9.1475
TXN001498,INV0125,2025-10-01,F003,Nippon India Small Cap Fund,1000,85.84,11.6496
TXN001499,INV0125,2025-11-01,F003,Nippon India Small Cap Fund,1000,111.65,8.9566
TXN001500,INV0125,2025-12-01,F003,Nippon India Small Cap Fund,1000,71.58,13.9704
TXN001501,INV0126,2025-01-01,F002,Parag Parikh Flexi Cap Fund,5000,43.68,114.4689
TXN001502,INV0126,2025-02-01,F002,Parag Parikh Flexi Cap Fund,5000,102.26,48.895
TXN001503,INV0126,2025-03-01,F002,Parag Parikh Flexi Cap Fund,5000,51.5,97.0874
TXN001504,INV0126,2025-04-01,F002,Parag Parikh Flexi Cap Fund,5000,89.4,55.9284
TXN001505,INV0126,2025-05-01,F002,Parag Parikh Flexi Cap Fund,5000,172.76,28.9419
TXN001506,INV0126,2025-06-01,F002,Parag Parikh Flexi Cap Fund,5000,61.23,81.6593
TXN001507,INV0126,2025-07-01,F002,Parag Parikh Flexi Cap Fund,5000,90.39,55.3159
TXN001508,INV0126,2025-08-01,F002,Parag Parikh Flexi Cap Fund,5000,130.13,38.4231
TXN001509,INV0126,2025-09-01,F002,Parag Parikh Flexi Cap Fund,5000,140.68,35.5417
TXN001510,INV0126,2025-10-01,F002,Parag Parikh Flexi Cap Fund,5000,58.29,85.778
TXN001511,INV0126,2025-11-01,F002,Parag Parikh Flexi Cap Fund,5000,73.77,67.7782
TXN001512,INV0126,2025-12-01,F002,Parag Parikh Flexi Cap Fund,5000,63.15,79.1766
TXN001513,INV0127,2025-01-01,F002,Parag Parikh Flexi Cap Fund,15000,56.43,265.8161
TXN001514,INV0127,2025-02-01,F002,Parag Parikh Flexi Cap Fund,15000,138.47,108.3267
TXN001515,INV0127,2025-03-01,F002,Parag Parikh Flexi Cap Fund,15000,145.71,102.9442
TXN001516,INV0127,2025-04-01,F002,Parag Parikh Flexi Cap Fund,15000,120.42,124.564
TXN001517,INV0127,2025-05-01,F002,Parag Parikh Flexi Cap Fund,15000,174.18,86.1178
TXN001518,INV0127,2025-06-01,F002,Parag Parikh Flexi Cap Fund,15000,138.83,108.0458
TXN001519,INV0127,2025-07-01,F002,Parag Parikh Flexi Cap Fund,15000,118.55,126.5289
TXN001520,INV0127,2025-08-01,F002,Parag Parikh Flexi Cap Fund,15000,70.61,212.4345
TXN001521,INV0127,2025-09-01,F002,Parag Parikh Flexi Cap Fund,15000,41.73,359.4536
TXN001522,INV0127,2025-10-01,F002,Parag Parikh Flexi Cap Fund,15000,93.35,160.6856
TXN001523,INV0127,2025-11-01,F002,Parag Parikh Flexi Cap Fund,15000,131.68,113.9125
TXN001524,INV0127,2025-12-01,F002,Parag Parikh Flexi Cap Fund,15000,139.31,107.6735
TXN001525,INV0128,2025-01-01,F004,UTI Nifty 50 Index Fund,15000,119.27,125.7651
TXN001526,INV0128,2025-02-01,F004,UTI Nifty 50 Index Fund,15000,139.23,107.7354
TXN001527,INV0128,2025-03-01,F004,UTI Nifty 50 Index Fund,15000,166.46,90.1117
TXN001528,INV0128,2025-04-01,F004,UTI Nifty 50 Index Fund,15000,130.84,114.6438
TXN001529,INV0128,2025-05-01,F004,UTI Nifty 50 Index Fund,15000,136.17,110.1564
TXN001530,INV0128,2025-06-01,F004,UTI Nifty 50 Index Fund,15000,119.5,125.523
TXN001531,INV0128,2025-07-01,F004,UTI Nifty 50 Index Fund,15000,110.06,136.2893
TXN001532,INV0128,2025-08-01,F004,UTI Nifty 50 Index Fund,15000,104.13,144.0507
TXN001533,INV0128,2025-09-01,F004,UTI Nifty 50 Index Fund,15000,51.98,288.5725
TXN001534,INV0128,2025-10-01,F004,UTI Nifty 50 Index Fund,15000,101.05,148.4414
TXN001535,INV0128,2025-11-01,F004,UTI Nifty 50 Index Fund,15000,86.4,173.6111
TXN001536,INV0128,2025-12-01,F004,UTI Nifty 50 Index Fund,15000,45.12,332.4468
TXN001537,INV0129,2025-01-01,F002,Parag Parikh Flexi Cap Fund,2000,76.32,26.2055
TXN001538,INV0129,2025-02-01,F002,Parag Parikh Flexi Cap Fund,2000,77.2,25.9067
TXN001539,INV0129,2025-03-01,F002,Parag Parikh Flexi Cap Fund,2000,149.47,13.3806
TXN001540,INV0129,2025-04-01,F002,Parag Parikh Flexi Cap Fund,2000,151.79,13.1761
TXN001541,INV0129,2025-05-01,F002,Parag Parikh Flexi Cap Fund,2000,74.66,26.7881
TXN001542,INV0129,2025-06-01,F002,Parag Parikh Flexi Cap Fund,2000,138.18,14.4739
TXN001543,INV0129,2025-07-01,F002,Parag Parikh Flexi Cap Fund,2000,149.39,13.3878
TXN001544,INV0129,2025-08-01,F002,Parag Parikh Flexi Cap Fund,2000,161.63,12.3739
TXN001545,INV0129,2025-09-01,F002,Parag Parikh Flexi Cap Fund,2000,116.19,17.2132
TXN001546,INV0129,2025-10-01,F002,Parag Parikh Flexi Cap Fund,2000,137.09,14.589
TXN001547,INV0129,2025-11-01,F002,Parag Parikh Flexi Cap Fund,2000,144.33,13.8571
TXN001548,INV0129,2025-12-01,F002,Parag Parikh Flexi Cap Fund,2000,66.85,29.9177
TXN001549,INV0130,2025-01-01,F005,HDFC Mid-Cap Opportunities,10000,88.62,112.8413
TXN001550,INV0130,2025-02-01,F005,HDFC Mid-Cap Opportunities,10000,177.06,56.478
TXN001551,INV0130,2025-03-01,F005,HDFC Mid-Cap Opportunities,10000,98.32,101.7087
TXN001552,INV0130,2025-04-01,F005,HDFC Mid-Cap Opportunities,10000,145.6,68.6813
TXN001553,INV0130,2025-05-01,F005,HDFC Mid-Cap Opportunities,10000,173.65,57.5871
TXN001554,INV0130,2025-06-01,F005,HDFC Mid-Cap Opportunities,10000,57.67,173.4004
TXN001555,INV0130,2025-07-01,F005,HDFC Mid-Cap Opportunities,10000,59.41,168.3218
TXN001556,INV0130,2025-08-01,F005,HDFC Mid-Cap Opportunities,10000,170.9,58.5138
TXN001557,INV0130,2025-09-01,F005,HDFC Mid-Cap Opportunities,10000,42.22,236.8546
TXN001558,INV0130,2025-10-01,F005,HDFC Mid-Cap Opportunities,10000,46.67,214.2704
TXN001559,INV0130,2025-11-01,F005,HDFC Mid-Cap Opportunities,10000,126.23,79.2205
TXN001560,INV0130,2025-12-01,F005,HDFC Mid-Cap Opportunities,10000,46.53,214.9151
TXN001561,INV0131,2025-01-01,F001,SBI Bluechip Fund,7500,62.04,120.8897
TXN001562,INV0131,2025-02-01,F001,SBI Bluechip Fund,7500,55.68,134.6983
TXN001563,INV0131,2025-03-01,F001,SBI Bluechip Fund,7500,174.77,42.9135
TXN001564,INV0131,2025-04-01,F001,SBI Bluechip Fund,7500,50.13,149.611
TXN001565,INV0131,2025-05-01,F001,SBI Bluechip Fund,7500,115.04,65.1947
TXN001566,INV0131,2025-06-01,F001,SBI Bluechip Fund,7500,171.2,43.8084
TXN001567,INV0131,2025-07-01,F001,SBI Bluechip Fund,7500,173.68,43.1829
TXN001568,INV0131,2025-08-01,F001,SBI Bluechip Fund,7500,58.46,128.2928
TXN001569,INV0131,2025-09-01,F001,SBI Bluechip Fund,7500,52.89,141.8037
TXN001570,INV0131,2025-10-01,F001,SBI Bluechip Fund,7500,66.15,113.3787
TXN001571,INV0131,2025-11-01,F001,SBI Bluechip Fund,7500,46.98,159.6424
TXN001572,INV0131,2025-12-01,F001,SBI Bluechip Fund,7500,77.77,96.4382
TXN001573,INV0132,2025-01-01,F004,UTI Nifty 50 Index Fund,1000,97.06,10.3029
TXN001574,INV0132,2025-02-01,F004,UTI Nifty 50 Index Fund,1000,152.2,6.5703
TXN001575,INV0132,2025-03-01,F004,UTI Nifty 50 Index Fund,1000,166.32,6.0125
TXN001576,INV0132,2025-04-01,F004,UTI Nifty 50 Index Fund,1000,116.98,8.5485
TXN001577,INV0132,2025-05-01,F004,UTI Nifty 50 Index Fund,1000,89.63,11.157
TXN001578,INV0132,2025-06-01,F004,UTI Nifty 50 Index Fund,1000,160.98,6.212
TXN001579,INV0132,2025-07-01,F004,UTI Nifty 50 Index Fund,1000,104.72,9.5493
TXN001580,INV0132,2025-08-01,F004,UTI Nifty 50 Index Fund,1000,42.35,23.6128
TXN001581,INV0132,2025-09-01,F004,UTI Nifty 50 Index Fund,1000,40.65,24.6002
TXN001582,INV0132,2025-10-01,F004,UTI Nifty 50 Index Fund,1000,169.11,5.9133
TXN001583,INV0132,2025-11-01,F004,UTI Nifty 50 Index Fund,1000,73.48,13.6091
TXN001584,INV0132,2025-12-01,F004,UTI Nifty 50 Index Fund,1000,48.68,20.5423
TXN001585,INV0133,2025-01-01,F002,Parag Parikh Flexi Cap Fund,7500,90.51,82.8638
TXN001586,INV0133,2025-02-01,F002,Parag Parikh Flexi Cap Fund,7500,134.63,55.7082
TXN001587,INV0133,2025-03-01,F002,Parag Parikh Flexi Cap Fund,7500,165.06,45.438
TXN001588,INV0133,2025-04-01,F002,Parag Parikh Flexi Cap Fund,7500,137.83,54.4149
TXN001589,INV0133,2025-05-01,F002,Parag Parikh Flexi Cap Fund,7500,58.26,128.7333
TXN001590,INV0133,2025-06-01,F002,Parag Parikh Flexi Cap Fund,7500,111.05,67.5371
TXN001591,INV0133,2025-07-01,F002,Parag Parikh Flexi Cap Fund,7500,94.22,79.6009
TXN001592,INV0133,2025-08-01,F002,Parag Parikh Flexi Cap Fund,7500,124.82,60.0865
TXN001593,INV0133,2025-09-01,F002,Parag Parikh Flexi Cap Fund,7500,117.2,63.9932
TXN001594,INV0133,2025-10-01,F002,Parag Parikh Flexi Cap Fund,7500,139.93,53.5982
TXN001595,INV0133,2025-11-01,F002,Parag Parikh Flexi Cap Fund,7500,89.66,83.6493
TXN001596,INV0133,2025-12-01,F002,Parag Parikh Flexi Cap Fund,7500,169.27,44.3079
TXN001597,INV0134,2025-01-01,F005,HDFC Mid-Cap Opportunities,7500,165.76,45.2461
TXN001598,INV0134,2025-02-01,F005,HDFC Mid-Cap Opportunities,7500,49.97,150.0901
TXN001599,INV0134,2025-03-01,F005,HDFC Mid-Cap Opportunities,7500,122.05,61.4502
TXN001600,INV0134,2025-04-01,F005,HDFC Mid-Cap Opportunities,7500,150.8,49.7347
TXN001601,INV0134,2025-05-01,F005,HDFC Mid-Cap Opportunities,7500,166.93,44.929
TXN001602,INV0134,2025-06-01,F005,HDFC Mid-Cap Opportunities,7500,96.26,77.914
TXN001603,INV0134,2025-07-01,F005,HDFC Mid-Cap Opportunities,7500,89.49,83.8082
TXN001604,INV0134,2025-08-01,F005,HDFC Mid-Cap Opportunities,7500,153.84,48.752
TXN001605,INV0134,2025-09-01,F005,HDFC Mid-Cap Opportunities,7500,163.41,45.8968
TXN001606,INV0134,2025-10-01,F005,HDFC Mid-Cap Opportunities,7500,111.26,67.4097
TXN001607,INV0134,2025-11-01,F005,HDFC Mid-Cap Opportunities,7500,59.38,126.3052
TXN001608,INV0134,2025-12-01,F005,HDFC Mid-Cap Opportunities,7500,101.94,73.5727
TXN001609,INV0135,2025-01-01,F002,Parag Parikh Flexi Cap Fund,15000,77.04,194.704
TXN001610,INV0135,2025-02-01,F002,Parag Parikh Flexi Cap Fund,15000,170.59,87.9301
TXN001611,INV0135,2025-03-01,F002,Parag Parikh Flexi Cap Fund,15000,154.16,97.3015
TXN001612,INV0135,2025-04-01,F002,Parag Parikh Flexi Cap Fund,15000,56.23,266.7615
TXN001613,INV0135,2025-05-01,F002,Parag Parikh Flexi Cap Fund,15000,174.7,85.8615
TXN001614,INV0135,2025-06-01,F002,Parag Parikh Flexi Cap Fund,15000,146.17,102.6202
TXN001615,INV0135,2025-07-01,F002,Parag Parikh Flexi Cap Fund,15000,49.74,301.5682
TXN001616,INV0135,2025-08-01,F002,Parag Parikh Flexi Cap Fund,15000,125.79,119.2464
TXN001617,INV0135,2025-09-01,F002,Parag Parikh Flexi Cap Fund,15000,60.84,246.5483
TXN001618,INV0135,2025-10-01,F002,Parag Parikh Flexi Cap Fund,15000,166.6,90.036
TXN001619,INV0135,2025-11-01,F002,Parag Parikh Flexi Cap Fund,15000,74.57,201.1533
TXN001620,INV0135,2025-12-01,F002,Parag Parikh Flexi Cap Fund,15000,40.0,375.0
TXN001621,INV0136,2025-01-01,F004,UTI Nifty 50 Index Fund,10000,59.35,168.492
TXN001622,INV0136,2025-02-01,F004,UTI Nifty 50 Index Fund,10000,123.18,81.182
TXN001623,INV0136,2025-03-01,F004,UTI Nifty 50 Index Fund,10000,132.56,75.4375
TXN001624,INV0136,2025-04-01,F004,UTI Nifty 50 Index Fund,10000,139.54,71.664
TXN001625,INV0136,2025-05-01,F004,UTI Nifty 50 Index Fund,10000,103.79,96.3484
TXN001626,INV0136,2025-06-01,F004,UTI Nifty 50 Index Fund,10000,139.92,71.4694
TXN001627,INV0136,2025-07-01,F004,UTI Nifty 50 Index Fund,10000,146.77,68.1338
TXN001628,INV0136,2025-08-01,F004,UTI Nifty 50 Index Fund,10000,158.04,63.2751
TXN001629,INV0136,2025-09-01,F004,UTI Nifty 50 Index Fund,10000,165.92,60.27
TXN001630,INV0136,2025-10-01,F004,UTI Nifty 50 Index Fund,10000,176.98,56.5036
TXN001631,INV0136,2025-11-01,F004,UTI Nifty 50 Index Fund,10000,144.46,69.2233
TXN001632,INV0136,2025-12-01,F004,UTI Nifty 50 Index Fund,10000,108.56,92.115
TXN001633,INV0137,2025-01-01,F002,Parag Parikh Flexi Cap Fund,3000,58.71,51.0986
TXN001634,INV0137,2025-02-01,F002,Parag Parikh Flexi Cap Fund,3000,136.9,21.9138
TXN001635,INV0137,2025-03-01,F002,Parag Parikh Flexi Cap Fund,3000,41.18,72.8509
TXN001636,INV0137,2025-04-01,F002,Parag Parikh Flexi Cap Fund,3000,80.46,37.2856
TXN001637,INV0137,2025-05-01,F002,Parag Parikh Flexi Cap Fund,3000,150.47,19.9375
TXN001638,INV0137,2025-06-01,F002,Parag Parikh Flexi Cap Fund,3000,140.94,21.2857
TXN001639,INV0137,2025-07-01,F002,Parag Parikh Flexi Cap Fund,3000,170.01,17.646
TXN001640,INV0137,2025-08-01,F002,Parag Parikh Flexi Cap Fund,3000,169.56,17.6929
TXN001641,INV0137,2025-09-01,F002,Parag Parikh Flexi Cap Fund,3000,60.51,49.5786
TXN001642,INV0137,2025-10-01,F002,Parag Parikh Flexi Cap Fund,3000,79.13,37.9123
TXN001643,INV0137,2025-11-01,F002,Parag Parikh Flexi Cap Fund,3000,130.87,22.9235
TXN001644,INV0137,2025-12-01,F002,Parag Parikh Flexi Cap Fund,3000,164.94,18.1884
TXN001645,INV0138,2025-01-01,F001,SBI Bluechip Fund,5000,146.12,34.2185
TXN001646,INV0138,2025-02-01,F001,SBI Bluechip Fund,5000,177.39,28.1865
TXN001647,INV0138,2025-03-01,F001,SBI Bluechip Fund,5000,53.06,94.2329
TXN001648,INV0138,2025-04-01,F001,SBI Bluechip Fund,5000,106.1,47.1254
TXN001649,INV0138,2025-05-01,F001,SBI Bluechip Fund,5000,104.7,47.7555
TXN001650,INV0138,2025-06-01,F001,SBI Bluechip Fund,5000,170.91,29.2552
TXN001651,INV0138,2025-07-01,F001,SBI Bluechip Fund,5000,83.19,60.1034
TXN001652,INV0138,2025-08-01,F001,SBI Bluechip Fund,5000,113.51,44.049
TXN001653,INV0138,2025-09-01,F001,SBI Bluechip Fund,5000,174.83,28.5992
TXN001654,INV0138,2025-10-01,F001,SBI Bluechip Fund,5000,46.24,108.1315
TXN001655,INV0138,2025-11-01,F001,SBI Bluechip Fund,5000,76.96,64.9688
TXN001656,INV0138,2025-12-01,F001,SBI Bluechip Fund,5000,115.74,43.2003
TXN001657,INV0139,2025-01-01,F005,HDFC Mid-Cap Opportunities,5000,161.02,31.052
TXN001658,INV0139,2025-02-01,F005,HDFC Mid-Cap Opportunities,5000,173.78,28.772
TXN001659,INV0139,2025-03-01,F005,HDFC Mid-Cap Opportunities,5000,162.79,30.7144
TXN001660,INV0139,2025-04-01,F005,HDFC Mid-Cap Opportunities,5000,72.33,69.1276
TXN001661,INV0139,2025-05-01,F005,HDFC Mid-Cap Opportunities,5000,86.62,57.7234
TXN001662,INV0139,2025-06-01,F005,HDFC Mid-Cap Opportunities,5000,89.74,55.7165
TXN001663,INV0139,2025-07-01,F005,HDFC Mid-Cap Opportunities,5000,131.24,38.0981
TXN001664,INV0139,2025-08-01,F005,HDFC Mid-Cap Opportunities,5000,83.32,60.0096
TXN001665,INV0139,2025-09-01,F005,HDFC Mid-Cap Opportunities,5000,170.03,29.4066
TXN001666,INV0139,2025-10-01,F005,HDFC Mid-Cap Opportunities,5000,131.15,38.1243
TXN001667,INV0139,2025-11-01,F005,HDFC Mid-Cap Opportunities,5000,88.58,56.4462
TXN001668,INV0139,2025-12-01,F005,HDFC Mid-Cap Opportunities,5000,135.53,36.8922
TXN001669,INV0140,2025-01-01,F004,UTI Nifty 50 Index Fund,10000,41.93,238.4927
TXN001670,INV0140,2025-02-01,F004,UTI Nifty 50 Index Fund,10000,106.67,93.7471
TXN001671,INV0140,2025-03-01,F004,UTI Nifty 50 Index Fund,10000,97.57,102.4905
TXN001672,INV0140,2025-04-01,F004,UTI Nifty 50 Index Fund,10000,82.19,121.6693
TXN001673,INV0140,2025-05-01,F004,UTI Nifty 50 Index Fund,10000,103.2,96.8992
TXN001674,INV0140,2025-06-01,F004,UTI Nifty 50 Index Fund,10000,116.67,85.7118
TXN001675,INV0140,2025-07-01,F004,UTI Nifty 50 Index Fund,10000,90.35,110.6807
TXN001676,INV0140,2025-08-01,F004,UTI Nifty 50 Index Fund,10000,60.54,165.18
TXN001677,INV0140,2025-09-01,F004,UTI Nifty 50 Index Fund,10000,43.8,228.3105
TXN001678,INV0140,2025-10-01,F004,UTI Nifty 50 Index Fund,10000,118.94,84.076
TXN001679,INV0140,2025-11-01,F004,UTI Nifty 50 Index Fund,10000,178.84,55.9159
TXN001680,INV0140,2025-12-01,F004,UTI Nifty 50 Index Fund,10000,53.84,185.7355
TXN001681,INV0141,2025-01-01,F002,Parag Parikh Flexi Cap Fund,2000,124.46,16.0694
TXN001682,INV0141,2025-02-01,F002,Parag Parikh Flexi Cap Fund,2000,167.72,11.9246
TXN001683,INV0141,2025-03-01,F002,Parag Parikh Flexi Cap Fund,2000,42.2,47.3934
TXN001684,INV0141,2025-04-01,F002,Parag Parikh Flexi Cap Fund,2000,86.36,23.1589
TXN001685,INV0141,2025-05-01,F002,Parag Parikh Flexi Cap Fund,2000,178.33,11.2152
TXN001686,INV0141,2025-06-01,F002,Parag Parikh Flexi Cap Fund,2000,142.37,14.0479
TXN001687,INV0141,2025-07-01,F002,Parag Parikh Flexi Cap Fund,2000,111.83,17.8843
TXN001688,INV0141,2025-08-01,F002,Parag Parikh Flexi Cap Fund,2000,129.75,15.4143
TXN001689,INV0141,2025-09-01,F002,Parag Parikh Flexi Cap Fund,2000,147.12,13.5943
TXN001690,INV0141,2025-10-01,F002,Parag Parikh Flexi Cap Fund,2000,136.24,14.68
TXN001691,INV0141,2025-11-01,F002,Parag Parikh Flexi Cap Fund,2000,146.48,13.6537
TXN001692,INV0141,2025-12-01,F002,Parag Parikh Flexi Cap Fund,2000,119.4,16.7504
TXN001693,INV0142,2025-01-01,F002,Parag Parikh Flexi Cap Fund,7500,128.26,58.475
TXN001694,INV0142,2025-02-01,F002,Parag Parikh Flexi Cap Fund,7500,46.69,160.634
TXN001695,INV0142,2025-03-01,F002,Parag Parikh Flexi Cap Fund,7500,80.51,93.1561
TXN001696,INV0142,2025-04-01,F002,Parag Parikh Flexi Cap Fund,7500,43.72,171.5462
TXN001697,INV0142,2025-05-01,F002,Parag Parikh Flexi Cap Fund,7500,129.5,57.9151
TXN001698,INV0142,2025-06-01,F002,Parag Parikh Flexi Cap Fund,7500,56.22,133.4045
TXN001699,INV0142,2025-07-01,F002,Parag Parikh Flexi Cap Fund,7500,121.92,61.5157
TXN001700,INV0142,2025-08-01,F002,Parag Parikh Flexi Cap Fund,7500,174.43,42.9972
TXN001701,INV0142,2025-09-01,F002,Parag Parikh Flexi Cap Fund,7500,74.44,100.7523
TXN001702,INV0142,2025-10-01,F002,Parag Parikh Flexi Cap Fund,7500,52.17,143.7608
TXN001703,INV0142,2025-11-01,F002,Parag Parikh Flexi Cap Fund,7500,47.8,156.9038
TXN001704,INV0142,2025-12-01,F002,Parag Parikh Flexi Cap Fund,7500,73.91,101.4748
TXN001705,INV0143,2025-01-01,F003,Nippon India Small Cap Fund,15000,108.75,137.931
TXN001706,INV0143,2025-02-01,F003,Nippon India Small Cap Fund,15000,66.7,224.8876
TXN001707,INV0143,2025-03-01,F003,Nippon India Small Cap Fund,15000,148.35,101.1122
TXN001708,INV0143,2025-04-01,F003,Nippon India Small Cap Fund,15000,66.94,224.0813
TXN001709,INV0143,2025-05-01,F003,Nippon India Small Cap Fund,15000,168.34,89.1054
TXN001710,INV0143,2025-06-01,F003,Nippon India Small Cap Fund,15000,41.28,363.3721
TXN001711,INV0143,2025-07-01,F003,Nippon India Small Cap Fund,15000,71.0,211.2676
TXN001712,INV0143,2025-08-01,F003,Nippon India Small Cap Fund,15000,66.88,224.2823
TXN001713,INV0143,2025-09-01,F003,Nippon India Small Cap Fund,15000,99.36,150.9662
TXN001714,INV0143,2025-10-01,F003,Nippon India Small Cap Fund,15000,144.4,103.8781
TXN001715,INV0143,2025-11-01,F003,Nippon India Small Cap Fund,15000,58.51,256.3664
TXN001716,INV0143,2025-12-01,F003,Nippon India Small Cap Fund,15000,107.1,140.056
TXN001717,INV0144,2025-01-01,F005,HDFC Mid-Cap Opportunities,10000,125.12,79.9233
TXN001718,INV0144,2025-02-01,F005,HDFC Mid-Cap Opportunities,10000,122.42,81.686
TXN001719,INV0144,2025-03-01,F005,HDFC Mid-Cap Opportunities,10000,73.93,135.2631
TXN001720,INV0144,2025-04-01,F005,HDFC Mid-Cap Opportunities,10000,48.36,206.7825
TXN001721,INV0144,2025-05-01,F005,HDFC Mid-Cap Opportunities,10000,151.66,65.937
TXN001722,INV0144,2025-06-01,F005,HDFC Mid-Cap Opportunities,10000,163.42,61.192
TXN001723,INV0144,2025-07-01,F005,HDFC Mid-Cap Opportunities,10000,177.82,56.2366
TXN001724,INV0144,2025-08-01,F005,HDFC Mid-Cap Opportunities,10000,111.46,89.7183
TXN001725,INV0144,2025-09-01,F005,HDFC Mid-Cap Opportunities,10000,79.24,126.1989
TXN001726,INV0144,2025-10-01,F005,HDFC Mid-Cap Opportunities,10000,46.77,213.8123
TXN001727,INV0144,2025-11-01,F005,HDFC Mid-Cap Opportunities,10000,152.27,65.6728
TXN001728,INV0144,2025-12-01,F005,HDFC Mid-Cap Opportunities,10000,112.87,88.5975
TXN001729,INV0145,2025-01-01,F005,HDFC Mid-Cap Opportunities,20000,149.12,134.1202
TXN001730,INV0145,2025-02-01,F005,HDFC Mid-Cap Opportunities,20000,125.82,158.9572
TXN001731,INV0145,2025-03-01,F005,HDFC Mid-Cap Opportunities,20000,164.15,121.8398
TXN001732,INV0145,2025-04-01,F005,HDFC Mid-Cap Opportunities,20000,63.4,315.4574
TXN001733,INV0145,2025-05-01,F005,HDFC Mid-Cap Opportunities,20000,179.18,111.6196
TXN001734,INV0145,2025-06-01,F005,HDFC Mid-Cap Opportunities,20000,46.74,427.899
TXN001735,INV0145,2025-07-01,F005,HDFC Mid-Cap Opportunities,20000,142.33,140.5185
TXN001736,INV0145,2025-08-01,F005,HDFC Mid-Cap Opportunities,20000,52.52,380.8073
TXN001737,INV0145,2025-09-01,F005,HDFC Mid-Cap Opportunities,20000,43.97,454.8556
TXN001738,INV0145,2025-10-01,F005,HDFC Mid-Cap Opportunities,20000,129.49,154.4521
TXN001739,INV0145,2025-11-01,F005,HDFC Mid-Cap Opportunities,20000,147.63,135.4738
TXN001740,INV0145,2025-12-01,F005,HDFC Mid-Cap Opportunities,20000,178.81,111.8506
TXN001741,INV0146,2025-01-01,F004,UTI Nifty 50 Index Fund,3000,151.04,19.8623
TXN001742,INV0146,2025-02-01,F004,UTI Nifty 50 Index Fund,3000,92.39,32.471
TXN001743,INV0146,2025-03-01,F004,UTI Nifty 50 Index Fund,3000,59.14,50.7271
TXN001744,INV0146,2025-04-01,F004,UTI Nifty 50 Index Fund,3000,86.26,34.7786
TXN001745,INV0146,2025-05-01,F004,UTI Nifty 50 Index Fund,3000,103.5,28.9855
